compound_ids,canonical_smiles,measured_logS,scaffold,is_acyclic_scaffold,split
Chloramphenicol,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-2.111,c1ccccc1,False,train
3-Ethyl-3-pentanol,CCC(O)(CC)CC,-0.85,,True,train
Epitostanol,CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41,C1CC2CCC3C4CC5SC5CC4CCC3C2C1,False,test
"1,2-Dibromobenzene",Brc1ccccc1Br,-3.5,c1ccccc1,False,train
"2,4,6-Trichlorophenol",Oc1c(Cl)cc(Cl)cc1Cl,-2.34,c1ccccc1,False,train
oryzalin,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],-5.16,c1ccccc1,False,train
RTI 20,O=C1c2ccccc2Cc2ccccc2N1CCF,-4.799,O=C1Nc2ccccc2Cc2ccccc21,False,test
"2,4-Dimethyl-3-pentanone",CC(C)C(=O)C(C)C,-1.3,,True,train
5-(3-Methyl-2-butenyl)-5-isoPrbarbital,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.593,O=C1CC(=O)NC(=O)N1,False,train
gentisin,COC1=CC2OC3C=CC(O)=CC3C(=O)C2C(O)=C1,-2.943,O=C1C2C=CC=CC2OC2C=CC=CC12,False,train
Caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.8759999999999999,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,False,train
Spironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-4.173,O=C1C=C2CCC3C(CCC4C3CCC43CCC(=O)O3)C2CC1,False,train
"3,4-Dimethylphenol",Cc1ccc(O)cc1C,-1.38,c1ccccc1,False,train
Diphenyl ether ,c1ccc(Oc2ccccc2)cc1,-3.96,c1ccc(Oc2ccccc2)cc1,False,train
"2,2',4,4',5,5'-PCB",Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-8.56,c1ccc(-c2ccccc2)cc1,False,train
nicotinamide,NC(=O)c1cccnc1,0.61,c1ccncc1,False,train
Thiophenol ,Sc1ccccc1,-2.12,c1ccccc1,False,train
XMC,CNC(=O)Oc1cc(C)cc(C)c1,-2.5810000000000004,c1ccccc1,False,train
Chlordane,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,-6.86,C1=CC2CC1C1CCCC21,False,validation
Dimethyldisulfide,CSSC,-1.44,,True,train
Benzamide,NC(=O)c1ccccc1,-0.96,c1ccccc1,False,train
o-Chlorobromobenzene,Clc1ccccc1Br,-3.19,c1ccccc1,False,train
Monotropitoside,COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,-0.742,c1ccc(OC2CCCC(COC3CCCCO3)O2)cc1,False,train
3-Heptanol ,CCCCC(O)CC,-1.47,,True,train
RTI 15,CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21,-4.553999999999999,O=C1Nc2cccnc2Nc2ncccc21,False,train
"3,5-Dichlorophenol",Oc1cc(Cl)cc(Cl)c1,-1.34,c1ccccc1,False,train
1-Methylphenanthrene,Cc1cccc2c1ccc1ccccc12,-5.85,c1ccc2c(c1)ccc1ccccc12,False,test
2-Ethyl-1-hexanol,CCCCC(CC)CO,-2.11,,True,train
Diallate,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,-4.2860000000000005,,True,train
Toluene ,Cc1ccccc1,-2.21,c1ccccc1,False,train
Nitrapyrin,Clc1cccc(C(Cl)(Cl)Cl)n1,-3.76,c1ccncc1,False,train
Cycloheptene,C1=CCCCCC1,-3.18,C1=CCCCCC1,False,validation
Thiram,CN(C)C(=S)SSC(=S)N(C)C,-3.9,,True,train
Griseofulvin,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-3.2460000000000004,O=C1C=CC2(CC1)Oc1ccccc1C2=O,False,train
1-Decanol,CCCCCCCCCCO,-3.63,,True,train
"3,3-Dimethylpentane",CCC(C)(C)CC,-4.23,,True,train
vamidothion,CNC(=O)C(C)SCCSP(=O)(OC)OC,1.144,,True,train
"2,3,4,5-Tetrachlorophenol",Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,c1ccccc1,False,train
Butyraldehyde,CCCC=O,-0.01,,True,train
dexamethasone acetate,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,False,train
Butane,CCCC,-2.57,,True,train
Fluoromethalone,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.099,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,False,train
Pentachloroethane,ClC(Cl)C(Cl)(Cl)Cl,-2.6,,True,train
Diethyl phthalate ,CCOC(=O)c1ccccc1C(=O)OCC,-2.35,c1ccccc1,False,train
2-Methylpropan-1-ol,CC(C)CO,0.1,,True,train
Isobutylbenzene,CC(C)Cc1ccccc1,-4.12,c1ccccc1,False,train
Diiodomethane,ICI,-2.34,,True,train
4-Heptanol,CCCC(O)CCC,-1.4,,True,train
Pentyl acetate,CCCCCOC(C)=O,-1.89,,True,train
"2,3,5,6-Tetrachlorophenol",Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37,c1ccccc1,False,train
Propylbenzene ,CCCc1ccccc1,-3.37,c1ccccc1,False,train
"1,2-Dichlorotetrafluoroethane",FC(F)(Cl)C(F)(F)Cl,-2.74,,True,train
2-butenal,CC=CC=O,0.32,,True,train
tetramethylurea,CN(C)C(=O)N(C)C,0.94,,True,train
"1,2,4,5-Tetramethylbenzene",Cc1cc(C)c(C)cc1C,-4.59,c1ccccc1,False,train
norethindrone acetate,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.8,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,False,train
Ditalimfos,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,-3.35,O=C1NC(=O)c2ccccc21,False,validation
salicylanilide,O=C(Nc1ccccc1)c1ccccc1O,-3.59,O=C(Nc1ccccc1)c1ccccc1,False,test
Sulfallate,C=C(Cl)CSC(=S)N(CC)CC,-3.39,,True,train
Chloroethane,CCCl,-1.06,,True,train
Mefluidide,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,c1ccccc1,False,train
Piperine,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,-3.46,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,False,train
cis-2-Pentene,C/C=C\CC,-2.54,,True,train
thiofanox,CNC(=O)ON=C(CSC)C(C)(C)C,-1.62,,True,train
Cyclooctyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,-2.982,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,False,validation
butacarb,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,-4.24,c1ccccc1,False,train
Eriodictyol,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,-3.62,O=C1CC(c2ccccc2)Oc2ccccc21,False,train
Benzophenone,O=C(c1ccccc1)c1ccccc1,-3.12,O=C(c1ccccc1)c1ccccc1,False,validation
Eicosane,CCCCCCCCCCCCCCCCCCCC,-8.172,,True,train
hydrazobenzene,c1ccc(NNc2ccccc2)cc1,-2.92,c1ccc(NNc2ccccc2)cc1,False,train
2-Ethyl-1-butanol,CCC(CC)CO,-1.17,,True,train
4-hydroxypyridine,Oc1ccncc1,1.02,c1ccncc1,False,train
"cis 1,2-Dichloroethylene",Cl/C=C\Cl,-1.3,,True,train
Methylcyclopentane,CC1CCCC1,-3.3,C1CCCC1,False,train
4-Methyl-2-pentanol,CC(C)CC(C)O,-0.8,,True,train
RTI 11,Cc1ccc2c(c1)C(=O)N(C)c1cc(N)ccc1O2,-3.928,O=C1Nc2ccccc2Oc2ccccc21,False,test
"2,2-Dimethylpropanol",CC(C)(C)CO,-0.4,,True,train
Triadimefon,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61,c1ccc(OCn2cncn2)cc1,False,test
Isocarboxazid,Cc1cc(C(=O)NNCc2ccccc2)no1,-2.461,O=C(NNCc1ccccc1)c1ccon1,False,test
Propylene,C=CC,-1.08,,True,train
Dichlorophen,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,-3.953,c1ccc(Cc2ccccc2)cc1,False,train
Desmedipham,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,-4.632,O=C(Nc1ccccc1)Oc1ccccc1,False,validation
Anthraquinone,O=C1c2ccccc2C(=O)c2ccccc21,-5.19,O=C1c2ccccc2C(=O)c2ccccc21,False,train
2-Octanol,CCCCCCC(C)O,-2.09,,True,train
Oxycarboxin,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,O=C(Nc1ccccc1)C1=COCCS1(=O)=O,False,test
Butylbenzene,CCCCc1ccccc1,-4.06,c1ccccc1,False,train
parabanic acid,O=C1NC(=O)C(=O)N1,-0.4,O=C1NC(=O)C(=O)N1,False,validation
Abate,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,c1ccc(Sc2ccccc2)cc1,False,train
Chlorthalidone,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,-3.451,O=C1NC(c2ccccc2)c2ccccc21,False,test
Isobutyl acetate,CC(=O)OCC(C)C,-1.21,,True,train
"2,2,3-Trimethylbutane",CC(C)C(C)(C)C,-4.36,,True,train
"2,3,3',4,4'6-PCB",Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-7.66,c1ccc(-c2ccccc2)cc1,False,train
Phthalonitrile,N#Cc1ccccc1C#N,-2.38,c1ccccc1,False,train
m-Nitrotoluene,Cc1cccc([N+](=O)[O-])c1,-2.44,c1ccccc1,False,train
halothane,FC(F)(F)C(Cl)Br,-1.71,,True,train
Oxamyl,CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,,True,train
Thiometon,CCSCCSP(=S)(OC)OC,-3.091,,True,train
2-Methylbutane,CCC(C)C,-3.18,,True,train
Stirofos,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,c1ccccc1,False,train
