compound_ids,canonical_smiles,measured_logS,replicate_n,replicate_std,replicate_range,curation_action,desc_mol_weight,desc_logp,desc_tpsa,desc_hbd,desc_hba,desc_rotatable_bonds,desc_ring_count,desc_aromatic_ring_count,desc_heavy_atom_count,desc_fraction_csp3
hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-2.63,1,,0.0,unique_keep,297.74500000000006,-0.35129999999999967,118.35999999999999,3,5,1,2,1,17,0.14285714285714285
Acenapthylene,C1=Cc2cccc3cccc1c23,-3.96,1,,0.0,unique_keep,152.19599999999994,3.3236000000000017,0.0,0,0,0,3,2,12,0.0
Ethyl butyrate,CCCCCOC(=O)CC,-1.28,1,,0.0,unique_keep,144.21399999999997,2.1298000000000004,26.3,0,2,5,0,0,10,0.875
Atratone,CCNc1nc(NC(C)C)nc(OC)n1,-2.084,1,,0.0,unique_keep,211.26899999999998,1.1322999999999996,71.96000000000001,2,6,5,1,1,15,0.6666666666666666
Benzo(a)pyrene,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-8.699,1,,0.0,unique_keep,252.31599999999997,5.737200000000003,0.0,0,0,0,5,5,20,0.0
Bromoethane,CCBr,-1.09,1,,0.0,unique_keep,108.966,1.4012,0.0,0,0,0,0,0,3,1.0
3-Hexyne,CCC#CCC,-1.99,1,,0.0,unique_keep,82.14599999999999,1.8098,0.0,0,0,0,0,0,6,0.6666666666666666
Digitoxin,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-5.292999999999999,1,,0.0,unique_keep,764.9500000000003,3.2473000000000014,182.82999999999998,5,13,7,8,0,54,0.926829268292683
2-Methyl-1-Butene,C=C(C)CC,-2.73,1,,0.0,unique_keep,70.13499999999999,1.9725,0.0,0,0,1,0,0,5,0.6
8-quinolinol,Oc1cccc2cccnc12,-2.42,1,,0.0,unique_keep,145.16099999999997,1.9403999999999995,33.120000000000005,1,2,0,2,2,11,0.0
"1,2,3,4-Tetrahydronapthalene",c1ccc2c(c1)CCCC2,-4.37,1,,0.0,unique_keep,132.206,2.5654000000000003,0.0,0,0,0,2,1,10,0.4
phenolphthalein,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,-2.9,1,,0.0,unique_keep,318.32800000000003,3.560100000000002,66.76,2,4,2,4,3,24,0.05
"1,3,5-Tribromobenzene",Brc1cc(Br)cc(Br)c1,-5.6,1,,0.0,unique_keep,314.802,3.974100000000001,0.0,0,0,0,1,1,9,0.0
Ronnel,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,1,,0.0,unique_keep,321.549,4.542900000000002,27.69,0,4,4,1,1,16,0.25
methylthiouracil,Cc1cc(=O)[nH]c(=S)[nH]1,-2.436,1,,0.0,unique_keep,142.18300000000002,0.74091,48.65,2,2,0,1,1,9,0.2
Eugenol,C=CCc1ccc(O)c(OC)c1,-1.56,1,,0.0,unique_keep,164.20399999999995,2.1292999999999997,29.46,1,2,3,1,1,12,0.2
5-Allyl-5-isopropylbarbital,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.7080000000000002,1,,0.0,unique_keep,210.23299999999998,0.5709000000000001,75.27000000000001,2,3,3,1,0,15,0.5
Pyrene,c1cc2ccc3cccc4ccc(c1)c2c34,-6.176,1,,0.0,unique_keep,202.25599999999997,4.584000000000002,0.0,0,0,0,4,4,16,0.0
"1,1-Diethoxyethane ",CCOC(C)OCC,-0.43,1,,0.0,unique_keep,118.176,1.4054,18.46,0,2,4,0,0,8,1.0
Clomazone,CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,1,,0.0,unique_keep,239.702,2.6400000000000006,29.54,0,2,2,2,1,16,0.4166666666666667
2-Butoxyethanol,CCCCOCCO,-0.42,1,,0.0,unique_keep,118.17599999999999,0.7953999999999999,29.46,1,2,5,0,0,8,1.0
Quintozene,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.82,1,,0.0,unique_keep,295.336,4.8618,43.14,0,2,1,1,1,14,0.0
Flurochloridone,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,-4.047,1,,0.0,unique_keep,312.118,3.514400000000002,20.310000000000002,0,1,2,2,1,19,0.4166666666666667
Quinoline,c1ccc2ncccc2c1,-1.3,1,,0.0,unique_keep,129.16199999999998,2.2348,12.89,0,1,0,2,2,10,0.0
methyl gallate,COC(=O)c1cc(O)c(O)c(O)c1,-1.24,1,,0.0,unique_keep,184.147,0.5899999999999996,86.99000000000001,3,5,1,1,1,13,0.125
fluconazole,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-1.8,1,,0.0,unique_keep,306.276,0.7357999999999993,81.64999999999999,1,5,5,3,3,22,0.23076923076923078
Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,-2.8310000000000004,1,,0.0,unique_keep,169.56699999999998,1.7745,46.0,1,2,0,2,2,11,0.0
"2,2',3,4,4',5',6-PCB",Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,-7.92,1,,0.0,unique_keep,395.3270000000001,7.9274000000000004,0.0,0,0,1,2,2,19,0.0
alloxan,O=C1NC(=O)C(=O)C(=O)N1,-1.25,1,,0.0,unique_keep,142.07,-2.0785,92.34,2,4,0,1,0,10,0.0
"1,3-Dichloropropane",ClCCCCl,-1.62,1,,0.0,unique_keep,112.98700000000001,1.8540999999999999,0.0,0,0,2,0,0,5,1.0
m-Fluorobromobenzene,Fc1cccc(Br)c1,-2.67,1,,0.0,unique_keep,175.0,2.5882000000000005,0.0,0,0,0,1,1,8,0.0
p-Chlorobromobenzene,Clc1ccc(Br)cc1,-3.63,1,,0.0,unique_keep,191.45499999999998,3.102500000000001,0.0,0,0,0,1,1,8,0.0
"2,3-Dimethylbutane",CC(C)C(C)C,-3.65,1,,0.0,unique_keep,86.178,2.2984,0.0,0,0,1,0,0,6,1.0
1-Butene,C=CCC,-1.94,1,,0.0,unique_keep,56.10799999999999,1.5824,0.0,0,0,1,0,0,4,0.5
"2,2',3,4,5,5'-PCB",Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,-7.68,1,,0.0,unique_keep,360.88200000000006,7.274000000000001,0.0,0,0,1,2,2,18,0.0
cytosine,Nc1cc[nH]c(=O)n1,-1.155,1,,0.0,unique_keep,111.104,-0.6479000000000001,71.77000000000001,2,3,0,1,1,8,0.0
"1,1,2-Trichlorotrifluoroethane",FC(F)(Cl)C(F)(Cl)Cl,-3.04,1,,0.0,unique_keep,187.37500000000003,2.9189,0.0,0,0,1,0,0,8,1.0
Propionitrile,CCC#N,0.28,1,,0.0,unique_keep,55.07999999999999,0.91998,23.79,0,1,0,0,0,4,0.6666666666666666
"O,P'-DDD",Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,-6.51,1,,0.0,unique_keep,320.04600000000005,5.929000000000002,0.0,0,0,3,2,2,18,0.14285714285714285
o-Nitroanisole,COc1ccccc1[N+](=O)[O-],-1.96,1,,0.0,unique_keep,153.13699999999997,1.6033999999999997,52.370000000000005,0,3,2,1,1,11,0.14285714285714285
Prasterone,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.12,1,,0.0,unique_keep,288.43100000000004,3.8792000000000026,37.3,1,2,0,4,0,21,0.8421052631578947
Procymidone,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,-4.8,1,,0.0,unique_keep,284.14200000000005,3.2829000000000024,37.38,0,2,1,3,1,18,0.38461538461538464
Benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,1,,0.0,unique_keep,276.338,6.3282000000000025,0.0,0,0,0,6,6,22,0.0
Dinoseb,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-3.38,1,,0.0,unique_keep,240.21499999999997,2.7221000000000015,106.51,1,5,4,1,1,17,0.4
meconin,COC1=C(OC)C2C(=O)OCC2C=C1,-1.899,1,,0.0,unique_keep,196.20199999999997,0.8497999999999999,44.760000000000005,0,4,2,2,0,14,0.5
Glycerol,OCC(O)CO,1.12,1,,0.0,unique_keep,92.09400000000001,-1.6681000000000001,60.69,3,3,2,0,0,6,1.0
Guaiacol|o-Methoxyphenol,COc1ccccc1O,-1.96,2,0.0,0.0,duplicate_aggregated,124.13899999999997,1.4008,29.46,1,2,1,1,1,9,0.14285714285714285
chlorpyrifos,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.67,1,,0.0,unique_keep,350.591,4.718100000000002,40.58,0,5,6,1,1,18,0.4444444444444444
9-Methylanthracene,Cc1c2ccccc2cc2ccccc12,-5.89,1,,0.0,unique_keep,192.261,4.301420000000003,0.0,0,0,0,3,3,15,0.06666666666666667
Antipyrene,Cc1cc(=O)n(-c2ccccc2)n1C,0.715,1,,0.0,unique_keep,188.23000000000002,1.4844199999999999,26.93,0,1,1,2,2,14,0.18181818181818182
Methyl butyl ether ,CCCCOC,-0.99,1,,0.0,unique_keep,88.14999999999999,1.4329,9.23,0,1,3,0,0,6,1.0
7-methylpteridine,Cc1cnc2cncnc2n1,-0.8540000000000001,1,,0.0,unique_keep,146.153,0.7282199999999998,51.56,0,4,0,2,2,11,0.14285714285714285
simazine,CCNc1nc(Cl)nc(NCC)n1,-4.55,1,,0.0,unique_keep,201.661,1.3885999999999998,62.730000000000004,2,5,4,1,1,13,0.5714285714285714
"N,N-Dimethylacetamide",CC(=O)N(C)C,1.11,1,,0.0,unique_keep,87.122,0.09450000000000003,20.310000000000002,0,1,0,0,0,6,0.75
Simetryn,CSc1nc(N(C)C)nc(N(C)C)n1,-2.676,1,,0.0,unique_keep,213.31,0.7255,45.150000000000006,0,6,3,1,1,14,0.625
Ethylene,C=C,-0.4,1,,0.0,unique_keep,28.053999999999995,0.8022,0.0,0,0,0,0,0,2,0.0
"3,3-Dimethyl-1-butanol",CC(C)(C)CCO,-0.5,1,,0.0,unique_keep,102.17699999999999,1.4149,20.23,1,1,1,0,0,7,1.0
5-Allyl-5-ethylbarbital,C=CCC1(CC)C(=O)NC(=O)NC1=O,-1.614,1,,0.0,unique_keep,196.206,0.3249000000000001,75.27000000000001,2,3,3,1,0,14,0.4444444444444444
"2,3,4-Trichlorophenol",Oc1ccc(Cl)c(Cl)c1Cl,-2.67,1,,0.0,unique_keep,197.448,3.3524000000000003,20.23,1,1,0,1,1,10,0.0
Anisole,COc1ccccc1,-1.85,1,,0.0,unique_keep,108.13999999999997,1.6952,9.23,0,1,1,1,1,8,0.14285714285714285
chloropropylate,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1,-4.53,1,,0.0,unique_keep,339.2180000000001,4.180900000000003,46.53,1,3,4,2,2,22,0.23529411764705882
aldosterone,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,-3.85,1,,0.0,unique_keep,360.45000000000016,1.8456999999999997,91.67,2,5,3,4,0,26,0.7619047619047619
Difenoxuron,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,-4.16,1,,0.0,unique_keep,286.331,3.581000000000002,50.800000000000004,1,3,4,2,2,21,0.1875
4-Ethyltoluene,CCc1ccc(C)cc1,-3.11,1,,0.0,unique_keep,120.19499999999996,2.5574200000000005,0.0,0,0,1,1,1,9,0.3333333333333333
Diisopropylsulfide,CC(C)SC(C)C,-2.24,1,,0.0,unique_keep,118.24499999999999,2.5364000000000004,0.0,0,1,2,0,0,7,1.0
"1,3-Dinitrobenzene",O=[N+]([O-])c1cccc([N+](=O)[O-])c1,-2.29,1,,0.0,unique_keep,168.10799999999998,1.503,86.28,0,4,2,1,1,12,0.0
Ethion,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,1,,0.0,unique_keep,384.4870000000002,5.005300000000004,36.92,0,8,12,0,0,19,1.0
probarbital|5-Ethyl-5-isopropylbarbituric acid,CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.1790000000000003,2,0.0438406204335658,0.0619999999999998,duplicate_aggregated,198.22199999999998,0.40479999999999994,75.27000000000001,2,3,2,1,0,14,0.6666666666666666
cortisone acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,-4.21,1,,0.0,unique_keep,402.48700000000025,2.560600000000001,97.74000000000001,1,6,3,4,0,29,0.7391304347826086
Metronidazole|Metranidazole,Cc1ncc([N+](=O)[O-])n1CCO,-1.24,2,0.0282842712474619,0.04,duplicate_aggregated,171.15599999999998,0.09201999999999994,81.19,1,4,3,1,1,12,0.5
p-Chloroaniline,Nc1ccc(Cl)cc1,-1.66,1,,0.0,unique_keep,127.574,1.9222,26.02,1,1,0,1,1,8,0.0
"2,2-Dimethylpentanol",CCCC(C)(C)CO,-1.52,1,,0.0,unique_keep,116.20399999999998,1.8050000000000002,20.23,1,1,3,0,0,8,1.0
Furane,c1ccoc1,-0.82,1,,0.0,unique_keep,68.07499999999999,1.2795999999999998,13.14,0,1,0,1,1,5,0.0
Methoproptryne,COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928,1,,0.0,unique_keep,271.39,1.8621999999999999,71.96000000000001,2,7,8,1,1,18,0.7272727272727273
Norea,CN(C)C(=O)NC1CC2CC1C1CCCC21,-3.1710000000000003,1,,0.0,unique_keep,222.33199999999994,2.0822999999999996,32.34,1,1,1,3,0,16,0.9230769230769231
t-Butylbenzene ,CC(C)(C)c1ccccc1,-3.66,1,,0.0,unique_keep,134.22199999999998,2.9841000000000015,0.0,0,0,0,1,1,10,0.4
kebuzone,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.27,1,,0.0,unique_keep,322.3640000000001,2.966800000000001,57.690000000000005,0,3,5,3,2,24,0.21052631578947367
prednisolone acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.37,1,,0.0,unique_keep,402.48700000000014,2.1284,100.90000000000002,2,6,3,4,0,29,0.6956521739130435
Methyl propyl ether ,CCCOC,-0.39,1,,0.0,unique_keep,74.12299999999999,1.0428,9.23,0,1,2,0,0,5,1.0
Isopropyl acetate,CC(=O)OC(C)C,-0.55,1,,0.0,unique_keep,102.133,0.9579,26.3,0,2,1,0,0,7,0.8
Bromobenzene,Brc1ccccc1,-2.55,1,,0.0,unique_keep,157.01,2.4491000000000005,0.0,0,0,0,1,1,7,0.0
Ethyl-p-hydroxybenzoate ,CCOC(=O)c1ccc(O)cc1,-2.35,1,,0.0,unique_keep,166.176,1.5689,46.53,1,3,2,1,1,12,0.2222222222222222
3-Butanoyloxymethylphenytoin,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-5.071000000000001,1,,0.0,unique_keep,352.3900000000001,2.782800000000001,75.71000000000001,1,4,6,3,2,26,0.25
testosterone propionate,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.37,1,,0.0,unique_keep,344.4950000000001,4.840100000000005,43.370000000000005,0,3,2,4,0,25,0.8181818181818182
Coronene,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,-9.332,1,,0.0,unique_keep,300.36000000000007,6.919200000000002,0.0,0,0,0,7,7,24,0.0
allopurinol,O=c1[nH]cnc2[nH]ncc12,-2.266,1,,0.0,unique_keep,136.114,-0.35380000000000006,74.43,2,3,0,2,2,10,0.0
Chloroethylene,C=CCl,-1.75,1,,0.0,unique_keep,62.498999999999995,1.3687,0.0,0,0,0,0,0,3,0.0
diphenamid,CN(C)C(=O)C(c1ccccc1)c1ccccc1,-2.98,1,,0.0,unique_keep,239.318,2.9067000000000016,20.310000000000002,0,1,3,2,2,18,0.1875
Tetrabromomethane,BrC(Br)(Br)Br,-3.14,1,,0.0,unique_keep,331.62699999999995,3.1773000000000002,0.0,0,0,0,0,0,5,1.0
RTI 22,CCN1c2cc(N(C)C)cc(C)c2NC(=O)c2cccnc21,-4.871,1,,0.0,unique_keep,296.374,3.1797200000000014,48.47,1,4,2,3,2,22,0.29411764705882354
phthalimide,O=C1NC(=O)c2ccccc21,-2.61,1,,0.0,unique_keep,147.13299999999998,0.5702,46.17,1,2,0,2,1,11,0.0
Fenarimol,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,-4.38,1,,0.0,unique_keep,331.202,4.0676000000000005,46.010000000000005,1,3,3,3,3,22,0.058823529411764705
Methyl benzoate ,COC(=O)c1ccccc1,-1.85,1,,0.0,unique_keep,136.14999999999998,1.4732,26.3,0,2,1,1,1,10,0.125
1-methyluracil,Cn1ccc(=O)[nH]c1=O,-0.807,1,,0.0,unique_keep,126.115,-0.9264000000000001,54.86,1,2,0,1,1,9,0.2
oxyphenbutazone,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,-3.73,1,,0.0,unique_keep,324.38000000000005,3.493400000000002,60.85,1,3,5,3,2,24,0.2631578947368421
"2,2',3,5'-PCB",Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,-6.47,1,,0.0,unique_keep,291.992,5.967200000000002,0.0,0,0,1,2,2,16,0.0
Quinethazone,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,-3.29,1,,0.0,unique_keep,289.74399999999997,0.8788000000000005,101.28999999999999,3,4,2,2,1,18,0.3
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8,1,,0.0,unique_keep,233.09799999999998,3.0869000000000018,32.34,1,1,1,1,1,14,0.2222222222222222
Cyclopentene ,C1=CCCC1,-2.1,1,,0.0,unique_keep,68.119,1.7265,0.0,0,0,0,1,0,5,0.6
alloxantin,O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1,-1.99,1,,0.0,unique_keep,286.156,-4.819399999999999,191.0,6,8,1,2,0,20,0.25
Nonane,CCCCCCCCC,-5.88,1,,0.0,unique_keep,128.259,3.7569000000000026,0.0,0,0,6,0,0,9,1.0
2-Chlorophenol,Oc1ccccc1Cl,-1.06,1,,0.0,unique_keep,128.558,2.0456000000000003,20.23,1,1,0,1,1,8,0.0
5-Methylchrysene,Cc1cc2ccccc2c2ccc3ccccc3c12,-6.59,1,,0.0,unique_keep,242.321,5.454620000000004,0.0,0,0,0,4,4,19,0.05263157894736842
Phenetole,CCOc1ccccc1,-2.33,1,,0.0,unique_keep,122.16699999999996,2.0853,9.23,0,1,2,1,1,9,0.25
ethyl cinnamate,CCOC(=O)C=Cc1ccccc1,-3.0,1,,0.0,unique_keep,176.215,2.2629,26.3,0,2,3,1,1,13,0.18181818181818182
Terbacil,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,-2.484,1,,0.0,unique_keep,216.66799999999998,1.25342,54.86,1,2,0,1,1,14,0.5555555555555556
Clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,-3.499,1,,0.0,unique_keep,315.716,3.037700000000001,84.6,1,4,2,3,2,22,0.06666666666666667
p-Toluenesulfonamide ,Cc1ccc(S(N)(=O)=O)cc1,-1.74,1,,0.0,unique_keep,171.22100000000003,0.6424200000000002,60.160000000000004,1,2,1,1,1,11,0.14285714285714285
Chlorbufam,C#CC(C)OC(=O)Nc1cccc(Cl)c1,-2.617,1,,0.0,unique_keep,223.65900000000002,2.9102000000000006,38.33,1,2,2,1,1,15,0.18181818181818182
2-Methylheptane,CCCCCC(C)C,-5.08,1,,0.0,unique_keep,114.23199999999999,3.2227000000000023,0.0,0,0,4,0,0,8,1.0
Cyhalothrin,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.176,1,,0.0,unique_keep,449.8560000000001,6.543980000000005,59.32000000000001,0,4,6,3,2,31,0.30434782608695654
Apazone,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,-3.5380000000000003,1,,0.0,unique_keep,300.3620000000001,2.0642199999999997,56.220000000000006,0,4,2,3,1,22,0.4375
Diazepam,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,-3.754,1,,0.0,unique_keep,284.74600000000004,3.153800000000002,32.67,0,2,1,3,2,20,0.125
2-Methyl-3-pentanol,CCC(O)C(C)C,-0.7,1,,0.0,unique_keep,102.17699999999999,1.4133,20.23,1,1,2,0,0,7,1.0
fensulfothion,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,-2.3,1,,0.0,unique_keep,308.36100000000005,3.1003000000000016,44.760000000000005,0,5,7,1,1,18,0.45454545454545453
borneol,CC1(C)C2CCC1(C)C(O)C2,-2.32,1,,0.0,unique_keep,154.253,2.1935000000000002,20.23,1,1,0,2,0,11,1.0
Testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.02,1,,0.0,unique_keep,288.43100000000004,3.8792000000000026,37.3,1,2,0,4,0,21,0.8421052631578947
Heptane,CCCCCCC,-4.53,1,,0.0,unique_keep,100.205,2.976700000000002,0.0,0,0,4,0,0,7,1.0
1-Napthol,Oc1cccc2ccccc12,-2.22,1,,0.0,unique_keep,144.17299999999997,2.5454000000000008,20.23,1,1,0,2,2,11,0.0
"cis-1,2-Dimethylcyclohexane",CC1CCCCC1C,-4.3,1,,0.0,unique_keep,112.216,2.832600000000001,0.0,0,0,0,1,0,8,1.0
Trimazosin,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,-3.638,1,,0.0,unique_keep,435.4810000000003,1.2673,132.5,2,10,6,3,2,31,0.55
Cholanthrene,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,-7.85,1,,0.0,unique_keep,254.33199999999994,5.244800000000003,0.0,0,0,0,5,4,20,0.1
Medrogestone,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.27,1,,0.0,unique_keep,340.5070000000001,5.279700000000005,34.14,0,2,1,4,0,25,0.7391304347826086
2-Heptanone,CCCCCC(C)=O,-1.45,1,,0.0,unique_keep,114.18799999999999,2.1557000000000004,17.07,0,1,4,0,0,8,0.8571428571428571
Acephate,COP(=O)(NC(C)=O)SC,0.54,1,,0.0,unique_keep,183.16899999999998,1.24,55.4,1,4,3,0,0,10,0.75
DEF,CCCCSP(=O)(SCCCC)SCCCC,-5.14,1,,0.0,unique_keep,314.5220000000001,6.694400000000005,17.07,0,4,12,0,0,17,1.0
phthalamide,O=C1NC(=O)C2C=CC=CC12,-2.932,1,,0.0,unique_keep,149.14899999999997,0.0011999999999998678,46.17,1,2,0,2,0,11,0.25
Trichlomethiazide,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,-2.68,1,,0.0,unique_keep,380.66200000000003,0.8210000000000004,118.35999999999999,3,5,2,2,1,20,0.25
2-Methy-2-Butene,CC=C(C)C,-2.56,1,,0.0,unique_keep,70.13499999999999,1.9725,0.0,0,0,0,0,0,5,0.6
"1,2,4-Trimethylbenzene",Cc1ccc(C)c(C)c1,-3.31,1,,0.0,unique_keep,120.195,2.611860000000001,0.0,0,0,0,1,1,9,0.3333333333333333
"2,4,5-Trichlorophenol ",Oc1cc(Cl)c(Cl)cc1Cl,-2.21,1,,0.0,unique_keep,197.448,3.3524000000000003,20.23,1,1,0,1,1,10,0.0
phenanthridine,c1ccc2c(c1)cnc1ccccc12,-2.78,1,,0.0,unique_keep,179.22199999999998,3.388000000000001,12.89,0,1,0,3,3,14,0.0
3-Methyl-3-hexanol,CCCC(C)(O)CC,-0.98,1,,0.0,unique_keep,116.20399999999998,1.9475,20.23,1,1,3,0,0,8,1.0
Octane,CCCCCCCC,-5.24,1,,0.0,unique_keep,114.232,3.3668000000000022,0.0,0,0,5,0,0,8,1.0
Anthracene,c1ccc2cc3ccccc3cc2c1,-6.35,1,,0.0,unique_keep,178.23399999999995,3.993000000000002,0.0,0,0,0,3,3,14,0.0
Phenylhydrazine,NNc1ccccc1,0.07,1,,0.0,unique_keep,108.14399999999998,0.9722000000000002,38.05,2,2,1,1,1,8,0.0
Propionaldehyde,CCC=O,0.58,1,,0.0,unique_keep,58.08,0.5952999999999999,17.07,0,1,1,0,0,4,0.6666666666666666
Cyclooctane,C1CCCCCCC1,-4.15,1,,0.0,unique_keep,112.21600000000001,3.120800000000002,0.0,0,0,0,1,0,8,1.0
"5,5-Diallylbarbital",C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.077,1,,0.0,unique_keep,208.21699999999998,0.491,75.27000000000001,2,3,4,1,0,15,0.3
Trichloromethane,ClC(Cl)Cl,-1.17,1,,0.0,unique_keep,119.37800000000001,1.9864,0.0,0,0,0,0,0,4,1.0
thiouracil,O=c1ccnc(S)[nH]1,-2.273,1,,0.0,unique_keep,128.156,0.05860000000000004,45.75,2,3,0,1,1,8,0.0
Pencycuron,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,-5.915,1,,0.0,unique_keep,328.84300000000013,5.3167000000000035,32.34,1,1,4,3,2,23,0.3157894736842105
1-Methylcyclohexene ,CC1=CCCCC1,-3.27,1,,0.0,unique_keep,96.17300000000002,2.5067000000000004,0.0,0,0,0,1,0,7,0.7142857142857143
2-Ethylhexanal,CCCCC(C=O)CC,-2.13,1,,0.0,unique_keep,128.21499999999997,2.401700000000001,17.07,0,1,5,0,0,9,0.875
Khellin,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,-3.0210000000000004,1,,0.0,unique_keep,260.24499999999995,2.8648200000000017,61.81,0,5,2,3,3,19,0.21428571428571427
Benzo(j)fluoranthene,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,-8.0,1,,0.0,unique_keep,252.31599999999997,5.640400000000003,0.0,0,0,0,5,4,20,0.0
2-Ethylbutanal,CCC(C=O)CC,-1.52,1,,0.0,unique_keep,100.161,1.6215,17.07,0,1,3,0,0,7,0.8333333333333334
Dipropyl ether,CCCOCCC,-1.62,1,,0.0,unique_keep,102.17699999999999,1.823,9.23,0,1,4,0,0,7,1.0
1-Tetradecanol,CCCCCCCCCCCCCCO,-5.84,1,,0.0,unique_keep,214.39299999999994,4.679800000000005,20.23,1,1,12,0,0,15,1.0
"2,3,6-Trichlorophenol",Oc1c(Cl)ccc(Cl)c1Cl,-2.64,1,,0.0,unique_keep,197.44799999999998,3.3523999999999994,20.23,1,1,0,1,1,10,0.0
Urea,NC(N)=O,0.96,1,,0.0,unique_keep,60.056,-0.9762000000000002,69.11,2,1,0,0,0,4,0.0
1-Pentyne,C#CCCC,-1.64,1,,0.0,unique_keep,68.119,1.4197,0.0,0,0,1,0,0,5,0.6
"1,3-Dibromobenzene",Brc1cccc(Br)c1,-3.54,1,,0.0,unique_keep,235.90599999999998,3.2116000000000007,0.0,0,0,0,1,1,8,0.0
1-Octadecanol,CCCCCCCCCCCCCCCCCCO,-8.4,1,,0.0,unique_keep,270.50099999999986,6.240200000000008,20.23,1,1,16,0,0,19,1.0
Acetanilide,CC(=O)Nc1ccccc1,-1.33,1,,0.0,unique_keep,135.16599999999997,1.6449999999999998,29.1,1,1,1,1,1,10,0.125
hematein,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,-2.7,1,,0.0,unique_keep,300.266,1.3295999999999997,107.22000000000001,4,6,0,4,1,22,0.1875
