compound_ids,original_smiles,canonical_smiles,measured_logS,replicate_n,replicate_std,replicate_range,curation_action
Chlorbufam,CC(OC(=O)Nc1cccc(Cl)c1)C#C,C#CC(C)OC(=O)Nc1cccc(Cl)c1,-2.617,1,,0.0,unique_keep
2-Methylheptane,CCCCCC(C)C,CCCCCC(C)C,-5.08,1,,0.0,unique_keep
Cyhalothrin,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.176,1,,0.0,unique_keep
Apazone,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,-3.5380000000000003,1,,0.0,unique_keep
Diazepam,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,-3.754,1,,0.0,unique_keep
2-Methyl-3-pentanol,CCC(O)C(C)C,CCC(O)C(C)C,-0.7,1,,0.0,unique_keep
fensulfothion,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,-2.3,1,,0.0,unique_keep
borneol,CC1(C)C2CCC1(C)C(O)C2,CC1(C)C2CCC1(C)C(O)C2,-2.32,1,,0.0,unique_keep
Testosterone,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.02,1,,0.0,unique_keep
Heptane,CCCCCCC,CCCCCCC,-4.53,1,,0.0,unique_keep
1-Napthol,Oc1cccc2ccccc12,Oc1cccc2ccccc12,-2.22,1,,0.0,unique_keep
"cis-1,2-Dimethylcyclohexane",C/C1CCCCC1\C,CC1CCCCC1C,-4.3,1,,0.0,unique_keep
Trimazosin,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,-3.638,1,,0.0,unique_keep
Cholanthrene,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,-7.85,1,,0.0,unique_keep
Medrogestone,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.27,1,,0.0,unique_keep
2-Heptanone,CCCCCC(=O)C,CCCCCC(C)=O,-1.45,1,,0.0,unique_keep
Acephate,COP(=O)(NC(C)=O)SC ,COP(=O)(NC(C)=O)SC,0.54,1,,0.0,unique_keep
DEF,CCCCSP(=O)(SCCCC)SCCCC,CCCCSP(=O)(SCCCC)SCCCC,-5.14,1,,0.0,unique_keep
phthalamide,c1cC2C(=O)NC(=O)C2cc1,O=C1NC(=O)C2C=CC=CC12,-2.932,1,,0.0,unique_keep
Trichlomethiazide,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,-2.68,1,,0.0,unique_keep
2-Methy-2-Butene,CC=C(C)C,CC=C(C)C,-2.56,1,,0.0,unique_keep
"1,2,4-Trimethylbenzene",Cc1ccc(C)c(C)c1,Cc1ccc(C)c(C)c1,-3.31,1,,0.0,unique_keep
"2,4,5-Trichlorophenol ",Oc1cc(Cl)c(Cl)cc1Cl,Oc1cc(Cl)c(Cl)cc1Cl,-2.21,1,,0.0,unique_keep
phenanthridine,c1ccc2c(c1)cnc3ccccc23 ,c1ccc2c(c1)cnc1ccccc12,-2.78,1,,0.0,unique_keep
3-Methyl-3-hexanol,CCCC(C)(O)CC,CCCC(C)(O)CC,-0.98,1,,0.0,unique_keep
Octane,CCCCCCCC,CCCCCCCC,-5.24,1,,0.0,unique_keep
Anthracene,c1ccc2cc3ccccc3cc2c1,c1ccc2cc3ccccc3cc2c1,-6.35,1,,0.0,unique_keep
Phenylhydrazine,NNc1ccccc1,NNc1ccccc1,0.07,1,,0.0,unique_keep
Propionaldehyde,CCC=O,CCC=O,0.58,1,,0.0,unique_keep
Cyclooctane,C1CCCCCCC1,C1CCCCCCC1,-4.15,1,,0.0,unique_keep
"5,5-Diallylbarbital",O=C1NC(=O)NC(=O)C1(CC=C)CC=C,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.077,1,,0.0,unique_keep
Trichloromethane,ClC(Cl)Cl,ClC(Cl)Cl,-1.17,1,,0.0,unique_keep
thiouracil,Sc1nccc(=O)[nH]1 ,O=c1ccnc(S)[nH]1,-2.273,1,,0.0,unique_keep
Pencycuron,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,-5.915,1,,0.0,unique_keep
1-Methylcyclohexene ,CC1=CCCCC1,CC1=CCCCC1,-3.27,1,,0.0,unique_keep
2-Ethylhexanal,CCCCC(CC)C=O,CCCCC(C=O)CC,-2.13,1,,0.0,unique_keep
Khellin,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,-3.0210000000000004,1,,0.0,unique_keep
Benzo(j)fluoranthene,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,-8.0,1,,0.0,unique_keep
2-Ethylbutanal,CCC(CC)C=O,CCC(C=O)CC,-1.52,1,,0.0,unique_keep
Dipropyl ether,CCCOCCC,CCCOCCC,-1.62,1,,0.0,unique_keep
1-Tetradecanol,CCCCCCCCCCCCCCO,CCCCCCCCCCCCCCO,-5.84,1,,0.0,unique_keep
"2,3,6-Trichlorophenol",Oc1c(Cl)ccc(Cl)c1Cl,Oc1c(Cl)ccc(Cl)c1Cl,-2.64,1,,0.0,unique_keep
Urea,NC(=O)N,NC(N)=O,0.96,1,,0.0,unique_keep
1-Pentyne,CCCC#C,C#CCCC,-1.64,1,,0.0,unique_keep
"1,3-Dibromobenzene",Brc1cccc(Br)c1,Brc1cccc(Br)c1,-3.54,1,,0.0,unique_keep
1-Octadecanol,CCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCO,-8.4,1,,0.0,unique_keep
Acetanilide,CC(=O)Nc1ccccc1,CC(=O)Nc1ccccc1,-1.33,1,,0.0,unique_keep
hematein,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,-2.7,1,,0.0,unique_keep
Isonazid,c1nccc(C(=O)NN)c1,NNC(=O)c1ccncc1,0.009,1,,0.0,unique_keep
hydroxychlordene,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-5.46,1,,0.0,unique_keep
Isopentyl formate,CC(C)CCOC=O,CC(C)CCOC=O,-1.52,1,,0.0,unique_keep
Acetophenone,CC(=O)c1ccccc1,CC(=O)c1ccccc1,-1.28,1,,0.0,unique_keep
biquinoline,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,-5.4,1,,0.0,unique_keep
Triethyl phosphate,CCOP(=O)(OCC)OCC,CCOP(=O)(OCC)OCC,0.43,1,,0.0,unique_keep
D-fenchone,CC2(C)C1CCC(C)(C1)C2=O,CC12CCC(C1)C(C)(C)C2=O,-1.85,1,,0.0,unique_keep
7-methoxypteridine,COc2cnc1cncnc1n2,COc1cnc2cncnc2n1,-0.91,1,,0.0,unique_keep
Chlordene,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,-5.64,1,,0.0,unique_keep
2-Nitropropane,CC(C)N(=O)=O,CC(C)[N+](=O)[O-],-0.62,1,,0.0,unique_keep
Carbazole,c1ccc2c(c1)[nH]c3ccccc32,c1ccc2c(c1)[nH]c1ccccc12,-5.27,1,,0.0,unique_keep
Erythritol,OCC(O)C(O)CO,OCC(O)C(O)CO,0.7,1,,0.0,unique_keep
Risocaine,CCCOC(=O)c1ccc(N)cc1,CCCOC(=O)c1ccc(N)cc1,-2.452,1,,0.0,unique_keep
Azodrin,CNC(=O)C=C(C)OP(=O)(OC)OC,CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999,1,,0.0,unique_keep
Succinimide,O=C1CCC(=O)N1,O=C1CCC(=O)N1,0.3,1,,0.0,unique_keep
"2,3-Dimethylpentane",CCC(C)C(C)C,CCC(C)C(C)C,-4.28,1,,0.0,unique_keep
bupirimate,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.16,1,,0.0,unique_keep
RTI 16,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,CCN1c2ncccc2C(=S)N(C)c2cccnc21,-4.634,1,,0.0,unique_keep
RTI 9,O2c1ccccc1N(CC)C(=O)c3ccccc23 ,CCN1C(=O)c2ccccc2Oc2ccccc21,-3.68,1,,0.0,unique_keep
Tetrahydropyran ,C1CCOCC1,C1CCOCC1,-0.03,1,,0.0,unique_keep
1-Heptyne,CCCCCC#C,C#CCCCCC,-3.01,1,,0.0,unique_keep
osthole,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,COc1ccc2ccc(=O)oc2c1CC=C(C)C,-4.314,1,,0.0,unique_keep
3-Methylcholanthrene,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1,-7.92,1,,0.0,unique_keep
Ethyl benzoate ,CCOC(=O)c1ccccc1,CCOC(=O)c1ccccc1,-2.32,1,,0.0,unique_keep
1-Chloro-2-methylpropane,ClCC(C)C,CC(C)CCl,-2.0,1,,0.0,unique_keep
Ethinyl estradiol,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,-4.3,1,,0.0,unique_keep
methyl laurate,CCCCCCCCCCCC(=O)OC,CCCCCCCCCCCC(=O)OC,-4.69,1,,0.0,unique_keep
Di-n-propylsulfide,CCCSCCC,CCCSCCC,-2.58,1,,0.0,unique_keep
Napthacene,c1ccc2cc3cc4ccccc4cc3cc2c1,c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6,1,,0.0,unique_keep
1-Bromopentane,CCCCCBr,CCCCCBr,-3.08,1,,0.0,unique_keep
trans-2-Heptene ,CCCC/C=C/C,C/C=C/CCCC,-3.82,1,,0.0,unique_keep
Pentylcyclopentane,CCCCCC1CCCC1,CCCCCC1CCCC1,-6.08,1,,0.0,unique_keep
"2,2',3,5,5',6-PCB",Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,-7.42,1,,0.0,unique_keep
"1,1,1-Trichloroethane",CC(Cl)(Cl)Cl,CC(Cl)(Cl)Cl,-2.0,1,,0.0,unique_keep
Monolinuron,CON(C)C(=O)Nc1ccc(Cl)cc1,CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,1,,0.0,unique_keep
Cyclohexyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCC1)C(=O)N2,O=C1NC(=O)C2(CCCCC2)C(=O)N1,-3.06,1,,0.0,unique_keep
dimetan,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.85,1,,0.0,unique_keep
4-Bromotoluene,Cc1ccc(Br)cc1,Cc1ccc(Br)cc1,-3.19,1,,0.0,unique_keep
Diethyl ether ,CCOCC,CCOCC,-0.09,1,,0.0,unique_keep
Rovral,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.376,1,,0.0,unique_keep
Benfluralin,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.53,1,,0.0,unique_keep
"2,4,6-Trimethylphenol",Cc1cc(C)c(O)c(C)c1,Cc1cc(C)c(O)c(C)c1,-2.05,1,,0.0,unique_keep
Benzene ,c1ccccc1,c1ccccc1,-1.64,1,,0.0,unique_keep
p-Chloroiodobenzene,Clc1ccc(I)cc1,Clc1ccc(I)cc1,-4.03,1,,0.0,unique_keep
Metoxuron,COc1ccc(NC(=O)N(C)C)cc1Cl,COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,1,,0.0,unique_keep
propachlor,CC(C)N(C(=O)CCl)c1ccccc1 ,CC(C)N(C(=O)CCl)c1ccccc1,-2.48,1,,0.0,unique_keep
Styrene,C=Cc1ccccc1,C=Cc1ccccc1,-2.82,1,,0.0,unique_keep
Dimethoxymethane,COCOC,COCOC,0.48,1,,0.0,unique_keep
o-Xylene ,Cc1ccccc1C,Cc1ccccc1C,-2.8,1,,0.0,unique_keep
Butan-2-ol,CCC(C)O,CCC(C)O,0.47,1,,0.0,unique_keep
"1,4-Benzenediol",Oc1ccc(O)cc1,Oc1ccc(O)cc1,-0.17,1,,0.0,unique_keep
estriol,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,-4.955,1,,0.0,unique_keep
Benzo(b)fluorene,C1c2ccccc2c3cc4ccccc4cc13,c1ccc2c(c1)Cc1cc3ccccc3cc1-2,-8.04,1,,0.0,unique_keep
hydantoin,O=C1CNC(=O)N1 ,O=C1CNC(=O)N1,-0.4,1,,0.0,unique_keep
4-hexylresorcinol,c1(O)cc(O)ccc1CCCCCC,CCCCCCc1ccc(O)cc1O,-2.59,1,,0.0,unique_keep
allicin,C=CCS(=O)SCC=C,C=CCSS(=O)CC=C,-0.83,1,,0.0,unique_keep
Coumaphos,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1,-5.382000000000001,1,,0.0,unique_keep
"5,6-Dimethylchrysene",Cc1c(C)c2c3ccccc3ccc2c4ccccc14,Cc1c(C)c2c3ccccc3ccc2c2ccccc12,-7.01,1,,0.0,unique_keep
Betamethasone-17-valerate,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.71,1,,0.0,unique_keep
uric acid,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,-3.93,1,,0.0,unique_keep
"2,3,4,6-Tetrachlorophenol",Oc1c(Cl)cc(Cl)c(Cl)c1Cl,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1,1,,0.0,unique_keep
"1,3-Dichlorobenzene",Clc1cccc(Cl)c1,Clc1cccc(Cl)c1,-3.04,1,,0.0,unique_keep
DDT,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,-7.15,1,,0.0,unique_keep
Isobutyl formate,CC(C)COC=O,CC(C)COC=O,-1.01,1,,0.0,unique_keep
thioanisole,c1ccccc1SC,CSc1ccccc1,-2.39,1,,0.0,unique_keep
RTI 13,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,CCN1c2ncccc2C(=O)Nc2c(C(F)(F)F)cc(C)nc21,-4.207,1,,0.0,unique_keep
Hexane ,CCCCCC,CCCCCC,-3.84,1,,0.0,unique_keep
methyl nicotinate,COC(=O)c1cccnc1 ,COC(=O)c1cccnc1,-0.46,1,,0.0,unique_keep
Bendroflumethiazide,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-3.59,1,,0.0,unique_keep
"2,3,3',4,4',5-PCB",Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,-7.82,1,,0.0,unique_keep
Vinclozolin,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.925,1,,0.0,unique_keep
Cyanazine,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15,1,,0.0,unique_keep
Triphenylene,c1ccc2c(c1)c3ccccc3c4ccccc24,c1ccc2c(c1)c1ccccc1c1ccccc21,-6.726,1,,0.0,unique_keep
Dienestrol,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.95,1,,0.0,unique_keep
Di(2-ethylhexyl)-phthalate,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,1,,0.0,unique_keep
2-Ethyl pyridine,CCc1ccccn1,CCc1ccccn1,0.51,1,,0.0,unique_keep
Naled,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28,1,,0.0,unique_keep
Biphenyl,c1ccc(cc1)c2ccccc2,c1ccc(-c2ccccc2)cc1,-4.345,1,,0.0,unique_keep
"2,2',4,4',6,6'-PCB",Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,-8.71,1,,0.0,unique_keep
Altretamine,CN(C)c1nc(nc(n1)N(C)C)N(C)C,CN(C)c1nc(N(C)C)nc(N(C)C)n1,-3.364,1,,0.0,unique_keep
"2,4-Dimethyl-2-pentanol ",CC(C)CC(C)(C)O,CC(C)CC(C)(C)O,-0.92,1,,0.0,unique_keep
Cycloheptyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,O=C1NC(=O)C2(CCCCCC2)C(=O)N1,-3.168,1,,0.0,unique_keep
Fructose,OCC1OC(O)(CO)C(O)C1O,OCC1OC(O)(CO)C(O)C1O,0.64,1,,0.0,unique_keep
"3,5-Dimethylphenol",Cc1cc(C)cc(O)c1,Cc1cc(C)cc(O)c1,-1.4,1,,0.0,unique_keep
Barban,ClCC#CCOC(=O)Nc1cccc(Cl)c1,O=C(Nc1cccc(Cl)c1)OCC#CCCl,-4.37,1,,0.0,unique_keep
p-Chloroacetanilide,CC(=O)Nc1ccc(Cl)cc1,CC(=O)Nc1ccc(Cl)cc1,-2.843,1,,0.0,unique_keep
"2,2',3,4,5,5',6-PCB",Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,-8.94,1,,0.0,unique_keep
"2,2-Dimethylbutane",CCC(C)(C)C,CCC(C)(C)C,-3.55,1,,0.0,unique_keep
N-Methylaniline ,CNc1ccccc1,CNc1ccccc1,-1.28,1,,0.0,unique_keep
"1,4-Pentadiene ",C=CCC=C,C=CCC=C,-2.09,1,,0.0,unique_keep
Hydrocortisone 21-acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88,1,,0.0,unique_keep
DNOC,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-1.456,1,,0.0,unique_keep
Lorazepam,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,-3.604,1,,0.0,unique_keep
3-Chlorophenol,Oc1cccc(Cl)c1,Oc1cccc(Cl)c1,-0.7,1,,0.0,unique_keep
m-Chlorobromobenzene,Clc1cccc(Br)c1,Clc1cccc(Br)c1,-3.21,1,,0.0,unique_keep
chlorothiazide,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-3.05,1,,0.0,unique_keep
5-Methyl-5-ethylbarbituric acid,O=C1NC(=O)NC(=O)C1(C)CC,CCC1(C)C(=O)NC(=O)NC1=O,-1.228,1,,0.0,unique_keep
2-Phenoxyethanol,OCCOc1ccccc1,OCCOc1ccccc1,-0.7,1,,0.0,unique_keep
Diphenylmethane,C(c1ccccc1)c2ccccc2,c1ccc(Cc2ccccc2)cc1,-4.08,1,,0.0,unique_keep
3-Octanol,CCCCCC(O)CC,CCCCCC(O)CC,-1.98,1,,0.0,unique_keep
Flumetralin,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-6.78,1,,0.0,unique_keep
Propazine,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,1,,0.0,unique_keep
2-Methylpentanol,CCCC(C)CO,CCCC(C)CO,-1.11,1,,0.0,unique_keep
2-Methyl-2-hexanol,CCCCC(C)(C)O,CCCCC(C)(C)O,-1.08,1,,0.0,unique_keep
Ethylbenzene,CCc1ccccc1,CCc1ccccc1,-2.77,1,,0.0,unique_keep
5-(3-Methyl-2-butenyl)-5-ethylbarbital,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,-2.253,1,,0.0,unique_keep
Heptachlor,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,-6.317,1,,0.0,unique_keep
butallylonal,CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,-2.647,1,,0.0,unique_keep
Fenpropathrin,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025,1,,0.0,unique_keep
Methoprene,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,1,,0.0,unique_keep
Ethyl propionate,CCOC(=O)CC,CCOC(=O)CC,-0.66,1,,0.0,unique_keep
Prometryn,CSc1nc(NC(C)C)nc(NC(C)C)n1,CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1,1,,0.0,unique_keep
Buturon,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9,1,,0.0,unique_keep
"2,3-Dimethylnaphthalene",Cc1cc2ccccc2cc1C,Cc1cc2ccccc2cc1C,-4.72,1,,0.0,unique_keep
"2,4',5-PCB",Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,-6.25,1,,0.0,unique_keep
"2,3',4,4',5-PCB",Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,-7.39,1,,0.0,unique_keep
2-cyanoguanidine,NC(N)=NC#N ,N#CN=C(N)N,-0.31,1,,0.0,unique_keep
Chloropicrin,ClC(Cl)(Cl)N(=O)=O,O=[N+]([O-])C(Cl)(Cl)Cl,-2.0,1,,0.0,unique_keep
"2,6-PCB",Clc1cccc(Cl)c1c2ccccc2 ,Clc1cccc(Cl)c1-c1ccccc1,-5.21,1,,0.0,unique_keep
p-Methoxybenzaldehyde,COc1ccc(C=O)cc1,COc1ccc(C=O)cc1,-1.49,1,,0.0,unique_keep
4-Nitroacetanilide,CC(=O)Nc1ccc(cc1)N(=O)=O,CC(=O)Nc1ccc([N+](=O)[O-])cc1,-2.692,1,,0.0,unique_keep
Ethyl heptanoate,CCCCCCC(=O)OCC,CCCCCCC(=O)OCC,-2.74,1,,0.0,unique_keep
p-Hydroxyacetanilide,CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,-1.03,1,,0.0,unique_keep
indazole,c2ccc1[nH]ncc1c2 ,c1ccc2[nH]ncc2c1,-2.16,1,,0.0,unique_keep
triamcinolone acetonide,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-4.31,1,,0.0,unique_keep
guanine,Nc2nc1[nH]cnc1c(=O)[nH]2 ,Nc1nc2[nH]cnc2c(=O)[nH]1,-3.583,1,,0.0,unique_keep
Methyl acetate,COC(=O)C,COC(C)=O,0.46,1,,0.0,unique_keep
Stanolone,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,-4.743,1,,0.0,unique_keep
1-Hexene-3-ol,CCCC(O)C=C,C=CC(O)CCC,-0.59,1,,0.0,unique_keep
norbormide,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,-3.931,1,,0.0,unique_keep
Dibutyl ether ,CCCCOCCCC,CCCCOCCCC,-1.85,1,,0.0,unique_keep
1-Dodecanol,CCCCCCCCCCCCO,CCCCCCCCCCCCO,-4.8,1,,0.0,unique_keep
RTI 6,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21,-3.36,1,,0.0,unique_keep
2-Methyl-2-pentanol,CCCC(C)(C)O,CCCC(C)(C)O,-0.49,1,,0.0,unique_keep
Flucytosine,Nc1nc(=O)[nH]cc1F,Nc1nc(=O)[nH]cc1F,-0.972,1,,0.0,unique_keep
stadacaine,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1,-3.84,1,,0.0,unique_keep
2-Methyl-2-heptanol,CCCCCC(C)(C)O,CCCCCC(C)(C)O,-1.72,1,,0.0,unique_keep
