compound_id,smiles,measured_logS,valid_smiles,canonical_smiles,fragment_count,multi_fragment,formal_charge,molecular_weight,heavy_atom_count
prednisolone acetate,CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,-4.37,True,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1,False,0,402.48700000000014,29
Methyl propyl ether ,CCCOC,-0.39,True,CCCOC,1,False,0,74.12299999999999,5
Isopropyl acetate,CC(C)OC(=O)C,-0.55,True,CC(=O)OC(C)C,1,False,0,102.133,7
Bromobenzene,Brc1ccccc1,-2.55,True,Brc1ccccc1,1,False,0,157.01,7
Ethyl-p-hydroxybenzoate ,CCOC(=O)c1ccc(O)cc1,-2.35,True,CCOC(=O)c1ccc(O)cc1,1,False,0,166.176,12
3-Butanoyloxymethylphenytoin,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.071000000000001,True,CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,1,False,0,352.39000000000004,26
testosterone propionate,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.37,True,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1,False,0,344.4950000000001,25
Coronene,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332,True,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,1,False,0,300.36000000000007,24
allopurinol,O=c1[nH]cnc2[nH]ncc12 ,-2.266,True,O=c1[nH]cnc2[nH]ncc12,1,False,0,136.114,10
Chloroethylene,ClC=C,-1.75,True,C=CCl,1,False,0,62.499,3
diphenamid,CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,-2.98,True,CN(C)C(=O)C(c1ccccc1)c1ccccc1,1,False,0,239.318,18
Tetrabromomethane,BrC(Br)(Br)Br,-3.14,True,BrC(Br)(Br)Br,1,False,0,331.62699999999995,5
RTI 22,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,-4.871,True,CCN1c2cc(N(C)C)cc(C)c2NC(=O)c2cccnc21,1,False,0,296.374,22
phthalimide,O=C1NC(=O)c2ccccc12 ,-2.61,True,O=C1NC(=O)c2ccccc21,1,False,0,147.13299999999998,11
Fenarimol,OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-4.38,True,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,1,False,0,331.202,22
Methyl benzoate ,COC(=O)c1ccccc1,-1.85,True,COC(=O)c1ccccc1,1,False,0,136.14999999999998,10
1-methyluracil,Cn1ccc(=O)[nH]c1=O,-0.807,True,Cn1ccc(=O)[nH]c1=O,1,False,0,126.115,9
oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-3.73,True,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,1,False,0,324.38000000000005,24
"2,2',3,5'-PCB",Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,-6.47,True,Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,1,False,0,291.9920000000001,16
Quinethazone,CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29,True,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,1,False,0,289.7440000000001,18
Diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8,True,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,False,0,233.09799999999998,14
Cyclopentene ,C1CC=CC1,-2.1,True,C1=CCCC1,1,False,0,68.11900000000001,5
alloxantin,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),-1.99,True,O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1,1,False,0,286.156,20
Nonane,CCCCCCCCC,-5.88,True,CCCCCCCCC,1,False,0,128.259,9
2-Chlorophenol,Oc1ccccc1Cl,-1.06,True,Oc1ccccc1Cl,1,False,0,128.558,8
5-Methylchrysene,c1cccc2c3c(C)cc4ccccc4c3ccc12,-6.59,True,Cc1cc2ccccc2c2ccc3ccccc3c12,1,False,0,242.321,19
Phenetole,CCOc1ccccc1,-2.33,True,CCOc1ccccc1,1,False,0,122.16699999999996,9
ethyl cinnamate,CCOC(=O)C=Cc1ccccc1,-3.0,True,CCOC(=O)C=Cc1ccccc1,1,False,0,176.215,13
Terbacil,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484,True,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,1,False,0,216.66799999999998,14
Clonazepam,Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.499,True,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,1,False,0,315.716,22
p-Toluenesulfonamide ,Cc1ccc(cc1)S(=O)(=O)N,-1.74,True,Cc1ccc(S(N)(=O)=O)cc1,1,False,0,171.22099999999998,11
Chlorbufam,CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617,True,C#CC(C)OC(=O)Nc1cccc(Cl)c1,1,False,0,223.659,15
2-Methylheptane,CCCCCC(C)C,-5.08,True,CCCCCC(C)C,1,False,0,114.23199999999999,8
Cyhalothrin,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176,True,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1,False,0,449.8560000000001,31
Apazone,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,-3.5380000000000003,True,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,1,False,0,300.3620000000001,22
Diazepam,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-3.754,True,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,False,0,284.74600000000004,20
2-Methyl-3-pentanol,CCC(O)C(C)C,-0.7,True,CCC(O)C(C)C,1,False,0,102.17699999999999,7
fensulfothion,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,-2.3,True,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,1,False,0,308.36100000000005,18
borneol,CC1(C)C2CCC1(C)C(O)C2,-2.32,True,CC1(C)C2CCC1(C)C(O)C2,1,False,0,154.253,11
Testosterone,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02,True,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,1,False,0,288.431,21
Heptane,CCCCCCC,-4.53,True,CCCCCCC,1,False,0,100.205,7
1-Napthol,Oc1cccc2ccccc12,-2.22,True,Oc1cccc2ccccc12,1,False,0,144.17299999999997,11
"cis-1,2-Dimethylcyclohexane",C/C1CCCCC1\C,-4.3,True,CC1CCCCC1C,1,False,0,112.216,8
Trimazosin,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,-3.638,True,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,1,False,0,435.48100000000034,31
Cholanthrene,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85,True,c1cc2c3c(c4ccc5ccccc5c4cc3c1)CC2,1,False,0,254.33199999999997,20
Medrogestone,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27,True,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,1,False,0,340.5070000000001,25
2-Heptanone,CCCCCC(=O)C,-1.45,True,CCCCCC(C)=O,1,False,0,114.18799999999999,8
Acephate,COP(=O)(NC(C)=O)SC ,0.54,True,COP(=O)(NC(C)=O)SC,1,False,0,183.16899999999998,10
DEF,CCCCSP(=O)(SCCCC)SCCCC,-5.14,True,CCCCSP(=O)(SCCCC)SCCCC,1,False,0,314.5220000000001,17
phthalamide,c1cC2C(=O)NC(=O)C2cc1,-2.932,True,O=C1NC(=O)C2C=CC=CC12,1,False,0,149.149,11
Trichlomethiazide,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,-2.68,True,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,1,False,0,380.66200000000003,20
2-Methy-2-Butene,CC=C(C)C,-2.56,True,CC=C(C)C,1,False,0,70.13499999999999,5
"1,2,4-Trimethylbenzene",Cc1ccc(C)c(C)c1,-3.31,True,Cc1ccc(C)c(C)c1,1,False,0,120.195,9
"2,4,5-Trichlorophenol ",Oc1cc(Cl)c(Cl)cc1Cl,-2.21,True,Oc1cc(Cl)c(Cl)cc1Cl,1,False,0,197.448,10
phenanthridine,c1ccc2c(c1)cnc3ccccc23 ,-2.78,True,c1ccc2c(c1)cnc1ccccc12,1,False,0,179.22199999999998,14
3-Methyl-3-hexanol,CCCC(C)(O)CC,-0.98,True,CCCC(C)(O)CC,1,False,0,116.20399999999998,8
Octane,CCCCCCCC,-5.24,True,CCCCCCCC,1,False,0,114.232,8
Anthracene,c1ccc2cc3ccccc3cc2c1,-6.35,True,c1ccc2cc3ccccc3cc2c1,1,False,0,178.23399999999995,14
Phenylhydrazine,NNc1ccccc1,0.07,True,NNc1ccccc1,1,False,0,108.14399999999998,8
Propionaldehyde,CCC=O,0.58,True,CCC=O,1,False,0,58.08,4
Cyclooctane,C1CCCCCCC1,-4.15,True,C1CCCCCCC1,1,False,0,112.21600000000001,8
"5,5-Diallylbarbital",O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077,True,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,1,False,0,208.21699999999996,15
Trichloromethane,ClC(Cl)Cl,-1.17,True,ClC(Cl)Cl,1,False,0,119.37800000000001,4
thiouracil,Sc1nccc(=O)[nH]1 ,-2.273,True,O=c1ccnc(S)[nH]1,1,False,0,128.15599999999998,8
Pencycuron,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915,True,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,1,False,0,328.84299999999996,23
1-Methylcyclohexene ,CC1=CCCCC1,-3.27,True,CC1=CCCCC1,1,False,0,96.17300000000002,7
2-Ethylhexanal,CCCCC(CC)C=O,-2.13,True,CCCCC(C=O)CC,1,False,0,128.21499999999997,9
Khellin,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,-3.0210000000000004,True,COc1c2occc2c(OC)c2c(=O)cc(C)oc12,1,False,0,260.24499999999995,19
5-Ethyl-5-(3-methylbutyl)barbital,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658,True,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,1,False,0,226.27599999999995,16
Benzo(j)fluoranthene,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0,True,c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,1,False,0,252.31599999999997,20
2-Ethylbutanal,CCC(CC)C=O,-1.52,True,CCC(C=O)CC,1,False,0,100.16099999999999,7
Dipropyl ether,CCCOCCC,-1.62,True,CCCOCCC,1,False,0,102.17699999999999,7
1-Tetradecanol,CCCCCCCCCCCCCCO,-5.84,True,CCCCCCCCCCCCCCO,1,False,0,214.39299999999994,15
"2,3,6-Trichlorophenol",Oc1c(Cl)ccc(Cl)c1Cl,-2.64,True,Oc1c(Cl)ccc(Cl)c1Cl,1,False,0,197.44799999999998,10
Urea,NC(=O)N,0.96,True,NC(N)=O,1,False,0,60.056,4
1-Pentyne,CCCC#C,-1.64,True,C#CCCC,1,False,0,68.11899999999999,5
"1,3-Dibromobenzene",Brc1cccc(Br)c1,-3.54,True,Brc1cccc(Br)c1,1,False,0,235.90599999999998,8
1-Octadecanol,CCCCCCCCCCCCCCCCCCO,-8.4,True,CCCCCCCCCCCCCCCCCCO,1,False,0,270.50099999999986,19
Acetanilide,CC(=O)Nc1ccccc1,-1.33,True,CC(=O)Nc1ccccc1,1,False,0,135.16599999999997,10
hematein,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7,True,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,1,False,0,300.266,22
Isonazid,c1nccc(C(=O)NN)c1,0.009,True,NNC(=O)c1ccncc1,1,False,0,137.14200000000002,10
hydroxychlordene,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,-5.46,True,OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,1,False,0,354.8749999999999,17
Isopentyl formate,CC(C)CCOC=O,-1.52,True,CC(C)CCOC=O,1,False,0,116.15999999999998,8
Acetophenone,CC(=O)c1ccccc1,-1.28,True,CC(=O)c1ccccc1,1,False,0,120.15099999999995,9
biquinoline,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,-5.4,True,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,1,False,0,256.308,20
Triethyl phosphate,CCOP(=O)(OCC)OCC,0.43,True,CCOP(=O)(OCC)OCC,1,False,0,182.15599999999998,11
D-fenchone,CC2(C)C1CCC(C)(C1)C2=O,-1.85,True,CC12CCC(C1)C(C)(C)C2=O,1,False,0,152.237,11
7-methoxypteridine,COc2cnc1cncnc1n2,-0.91,True,COc1cnc2cncnc2n1,1,False,0,162.152,12
Chlordene,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,-5.64,True,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,1,False,0,338.876,16
2-Nitropropane,CC(C)N(=O)=O,-0.62,True,CC(C)[N+](=O)[O-],1,False,0,89.094,6
Carbazole,c1ccc2c(c1)[nH]c3ccccc32,-5.27,True,c1ccc2c(c1)[nH]c1ccccc12,1,False,0,167.21099999999998,13
Erythritol,OCC(O)C(O)CO,0.7,True,OCC(O)C(O)CO,1,False,0,122.11999999999999,8
Risocaine,CCCOC(=O)c1ccc(N)cc1,-2.452,True,CCCOC(=O)c1ccc(N)cc1,1,False,0,179.21899999999997,13
Azodrin,CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999,True,CNC(=O)C=C(C)OP(=O)(OC)OC,1,False,0,223.16499999999996,14
Succinimide,O=C1CCC(=O)N1,0.3,True,O=C1CCC(=O)N1,1,False,0,99.089,7
"2,3-Dimethylpentane",CCC(C)C(C)C,-4.28,True,CCC(C)C(C)C,1,False,0,100.20499999999998,7
bupirimate,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,-4.16,True,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,1,False,0,316.4270000000001,21
RTI 16,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,-4.634,True,CCN1c2ncccc2C(=S)N(C)c2cccnc21,1,False,0,270.361,19
RTI 9,O2c1ccccc1N(CC)C(=O)c3ccccc23 ,-3.68,True,CCN1C(=O)c2ccccc2Oc2ccccc21,1,False,0,239.274,18
Tetrahydropyran ,C1CCOCC1,-0.03,True,C1CCOCC1,1,False,0,86.134,6
1-Heptyne,CCCCCC#C,-3.01,True,C#CCCCCC,1,False,0,96.17299999999999,7
osthole,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,-4.314,True,COc1ccc2ccc(=O)oc2c1CC=C(C)C,1,False,0,244.28999999999994,18
3-Methylcholanthrene,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92,True,Cc1ccc2c(ccc3c4c5c(cccc5cc32)CC4)c1,1,False,0,268.3589999999999,21
Ethyl benzoate ,CCOC(=O)c1ccccc1,-2.32,True,CCOC(=O)c1ccccc1,1,False,0,150.177,11
1-Chloro-2-methylpropane,ClCC(C)C,-2.0,True,CC(C)CCl,1,False,0,92.569,5
Ethinyl estradiol,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,-4.3,True,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,1,False,0,296.41,22
methyl laurate,CCCCCCCCCCCC(=O)OC,-4.69,True,CCCCCCCCCCCC(=O)OC,1,False,0,214.34899999999996,15
Di-n-propylsulfide,CCCSCCC,-2.58,True,CCCSCCC,1,False,0,118.24499999999999,7
Napthacene,c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6,True,c1ccc2cc3cc4ccccc4cc3cc2c1,1,False,0,228.29399999999998,18
1-Bromopentane,CCCCCBr,-3.08,True,CCCCCBr,1,False,0,151.047,6
trans-2-Heptene ,CCCC/C=C/C,-3.82,True,C/C=C/CCCC,1,False,0,98.18899999999998,7
Metranidazole,Cc1ncc(N(=O)=O)n1CCO ,-1.26,True,Cc1ncc([N+](=O)[O-])n1CCO,1,False,0,171.15599999999998,12
Pentylcyclopentane,CCCCCC1CCCC1,-6.08,True,CCCCCC1CCCC1,1,False,0,140.26999999999998,10
"2,2',3,5,5',6-PCB",Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-7.42,True,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,1,False,0,360.88200000000006,18
5-Ethyl-5-isopropylbarbituric acid,O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148,True,CCC1(C(C)C)C(=O)NC(=O)NC1=O,1,False,0,198.22199999999998,14
"1,1,1-Trichloroethane",CC(Cl)(Cl)Cl,-2.0,True,CC(Cl)(Cl)Cl,1,False,0,133.405,5
Monolinuron,CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,True,CON(C)C(=O)Nc1ccc(Cl)cc1,1,False,0,214.652,14
Cyclohexyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06,True,O=C1NC(=O)C2(CCCCC2)C(=O)N1,1,False,0,196.206,14
dimetan,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,-0.85,True,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,1,False,0,211.26099999999994,15
4-Bromotoluene,Cc1ccc(Br)cc1,-3.19,True,Cc1ccc(Br)cc1,1,False,0,171.03700000000003,8
Diethyl ether ,CCOCC,-0.09,True,CCOCC,1,False,0,74.123,5
Rovral,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376,True,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1,False,0,330.17100000000005,21
Benfluralin,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53,True,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1,False,0,335.28200000000004,23
"2,4,6-Trimethylphenol",Cc1cc(C)c(O)c(C)c1,-2.05,True,Cc1cc(C)c(O)c(C)c1,1,False,0,136.194,10
Benzene ,c1ccccc1,-1.64,True,c1ccccc1,1,False,0,78.11399999999999,6
p-Chloroiodobenzene,Clc1ccc(I)cc1,-4.03,True,Clc1ccc(I)cc1,1,False,0,238.45499999999998,8
Metoxuron,COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,True,COc1ccc(NC(=O)N(C)C)cc1Cl,1,False,0,228.67899999999997,15
propachlor,CC(C)N(C(=O)CCl)c1ccccc1 ,-2.48,True,CC(C)N(C(=O)CCl)c1ccccc1,1,False,0,211.69200000000004,14
Styrene,C=Cc1ccccc1,-2.82,True,C=Cc1ccccc1,1,False,0,104.15199999999997,8
Dimethoxymethane,COCOC,0.48,True,COCOC,1,False,0,76.095,5
o-Xylene ,Cc1ccccc1C,-2.8,True,Cc1ccccc1C,1,False,0,106.16799999999999,8
Butan-2-ol,CCC(C)O,0.47,True,CCC(C)O,1,False,0,74.12299999999999,5
"1,4-Benzenediol",Oc1ccc(O)cc1,-0.17,True,Oc1ccc(O)cc1,1,False,0,110.11199999999998,8
estriol,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,-4.955,True,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,1,False,0,288.387,21
Benzo(b)fluorene,C1c2ccccc2c3cc4ccccc4cc13,-8.04,True,c1ccc2c(c1)Cc1cc3ccccc3cc1-2,1,False,0,216.283,17
hydantoin,O=C1CNC(=O)N1 ,-0.4,True,O=C1CNC(=O)N1,1,False,0,100.077,7
4-hexylresorcinol,c1(O)cc(O)ccc1CCCCCC,-2.59,True,CCCCCCc1ccc(O)cc1O,1,False,0,194.27399999999992,14
allicin,C=CCS(=O)SCC=C,-0.83,True,C=CCSS(=O)CC=C,1,False,0,162.27899999999997,9
Coumaphos,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,-5.382000000000001,True,CCOP(=S)(OCC)Oc1ccc2oc(=O)c(Cl)c(C)c2c1,1,False,0,362.77100000000013,22
"5,6-Dimethylchrysene",Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-7.01,True,Cc1c(C)c2c3ccccc3ccc2c2ccccc12,1,False,0,256.348,20
Betamethasone-17-valerate,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71,True,CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,False,0,476.5850000000002,34
uric acid,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,-3.93,True,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,1,False,0,168.112,12
"2,3,4,6-Tetrachlorophenol",Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1,True,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,1,False,0,231.89299999999997,11
"1,3-Dichlorobenzene",Clc1cccc(Cl)c1,-3.04,True,Clc1cccc(Cl)c1,1,False,0,147.004,8
DDT,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-7.15,True,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,1,False,0,354.491,19
Isobutyl formate,CC(C)COC=O,-1.01,True,CC(C)COC=O,1,False,0,102.13299999999998,7
thioanisole,c1ccccc1SC,-2.39,True,CSc1ccccc1,1,False,0,124.208,8
RTI 13,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,-4.207,True,CCN1c2ncccc2C(=O)Nc2c(C(F)(F)F)cc(C)nc21,1,False,0,322.29,23
Hexane ,CCCCCC,-3.84,True,CCCCCC,1,False,0,86.178,6
methyl nicotinate,COC(=O)c1cccnc1 ,-0.46,True,COC(=O)c1cccnc1,1,False,0,137.138,10
Bendroflumethiazide,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59,True,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,1,False,0,421.4220000000001,27
"2,3,3',4,4',5-PCB",Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.82,True,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,1,False,0,360.88200000000006,18
Vinclozolin,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925,True,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1,False,0,286.11400000000003,18
Cyanazine,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15,True,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,1,False,0,240.698,16
Triphenylene,c1ccc2c(c1)c3ccccc3c4ccccc24,-6.726,True,c1ccc2c(c1)c1ccccc1c1ccccc21,1,False,0,228.29399999999998,18
Dienestrol,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.95,True,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,1,False,0,266.34,20
Di(2-ethylhexyl)-phthalate,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,True,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,1,False,0,390.5640000000003,28
2-Ethyl pyridine,CCc1ccccn1,0.51,True,CCc1ccccn1,1,False,0,107.15599999999998,8
Naled,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28,True,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,1,False,0,380.784,13
Biphenyl,c1ccc(cc1)c2ccccc2,-4.345,True,c1ccc(-c2ccccc2)cc1,1,False,0,154.21199999999996,12
"2,2',4,4',6,6'-PCB",Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,-8.71,True,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,1,False,0,360.88200000000006,18
Altretamine,CN(C)c1nc(nc(n1)N(C)C)N(C)C,-3.364,True,CN(C)c1nc(N(C)C)nc(N(C)C)n1,1,False,0,210.285,15
"2,4-Dimethyl-2-pentanol ",CC(C)CC(C)(C)O,-0.92,True,CC(C)CC(C)(C)O,1,False,0,116.20399999999998,8
Cycloheptyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,-3.168,True,O=C1NC(=O)C2(CCCCCC2)C(=O)N1,1,False,0,210.23299999999998,15
Fructose,OCC1OC(O)(CO)C(O)C1O,0.64,True,OCC1OC(O)(CO)C(O)C1O,1,False,0,180.156,12
"3,5-Dimethylphenol",Cc1cc(C)cc(O)c1,-1.4,True,Cc1cc(C)cc(O)c1,1,False,0,122.16699999999997,9
Barban,ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37,True,O=C(Nc1cccc(Cl)c1)OCC#CCCl,1,False,0,258.104,16
p-Chloroacetanilide,CC(=O)Nc1ccc(Cl)cc1,-2.843,True,CC(=O)Nc1ccc(Cl)cc1,1,False,0,169.611,11
"2,2',3,4,5,5',6-PCB",Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94,True,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,1,False,0,395.3270000000001,19
"2,2-Dimethylbutane",CCC(C)(C)C,-3.55,True,CCC(C)(C)C,1,False,0,86.17799999999998,6
N-Methylaniline ,CNc1ccccc1,-1.28,True,CNc1ccccc1,1,False,0,107.15599999999998,8
"1,4-Pentadiene ",C=CCC=C,-2.09,True,C=CCC=C,1,False,0,68.119,5
Hydrocortisone 21-acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88,True,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1,False,0,404.5030000000002,29
DNOC,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456,True,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1,False,0,198.134,14
Lorazepam,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604,True,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,1,False,0,321.163,21
3-Chlorophenol,Oc1cccc(Cl)c1,-0.7,True,Oc1cccc(Cl)c1,1,False,0,128.558,8
m-Chlorobromobenzene,Clc1cccc(Br)c1,-3.21,True,Clc1cccc(Br)c1,1,False,0,191.45499999999998,8
